EX1G,EX2G,A1G,A2G,C1G,C2G,ES1G,ES2G,O1G,O2G,EX1,EX2,A1,A2,C1,C2,ES1,ES2,O1,O2,H/D
5,5,3,4,5,5,5,5,4,2,4.34,8.07,0.64,0.65,4.83,1.49,6.78,6.93,0.95,0.63,D
5,3,2,4,5,5,5,5,4,4,3.61,0.74,0.42,0.97,4.03,1.24,5.65,5.78,1.43,1.57,D
5,3,3,3,5,5,5,5,5,5,5.06,2.23,1.91,2.17,5.64,1.74,7.91,8.09,4.41,4.15,D
5,1,4,5,4,5,5,5,2,3,3.61,0.74,1.08,4.77,1.04,1.24,5.65,5.78,0.79,0.83,D
5,1,4,5,5,5,5,5,5,5,5.78,0.74,0.54,7.63,6.45,1.99,9.04,9.24,5.04,4.75,D
5,1,2,1,5,1,1,1,5,1,2.17,4.45,0.42,7.84,2.42,10.12,4.83,5.37,1.89,7.26,D
4,3,3,4,4,5,4,4,2,4,2.09,1.48,1.27,1.95,3.13,0.25,3.92,3.36,0.79,3.13,D
5,2,4,2,5,4,5,5,5,4,3.61,0.71,1.62,1.50,4.03,1.21,5.65,5.78,3.15,1.57,D
5,3,2,4,5,5,3,3,5,5,3.61,2.23,0.42,0.32,4.03,1.24,1.94,1.64,3.15,2.97,D
5,2,4,4,5,5,5,5,5,4,4.34,0.36,1.62,0.97,4.83,1.49,6.78,6.93,3.78,1.57,D
5,1,1,3,5,4,5,5,5,4,3.61,1.48,2.77,0.72,4.03,0.81,5.65,5.78,3.15,1.04,D
5,2,2,2,5,5,5,5,5,5,5.06,1.07,1.27,2.26,5.64,1.74,7.91,8.09,4.41,4.15,D
5,3,2,3,5,5,5,5,4,2,3.61,1.48,0.84,1.45,4.03,1.24,5.65,5.78,0.48,1.26,D
5,1,5,5,5,5,5,5,5,5,6.51,0.74,10.89,8.59,7.25,2.24,10.17,10.40,5.67,5.34,D
5,4,2,2,5,5,5,5,5,4,4.34,1.63,0.84,1.50,4.83,1.49,6.78,6.93,3.78,1.04,D
5,1,3,3,5,5,5,5,5,5,5.06,0.74,1.27,1.45,5.64,1.74,7.91,8.09,4.41,4.15,D
5,1,5,5,5,5,4,5,4,5,5.06,0.74,8.47,6.68,5.64,1.74,1.31,8.09,0.95,4.15,D
5,2,4,2,5,5,5,5,5,3,4.34,0.71,0.54,1.50,4.83,1.49,6.78,6.93,3.78,0.83,D
5,4,2,4,5,5,5,5,5,4,4.34,2.45,0.42,0.97,4.83,1.49,6.78,6.93,3.78,1.57,D
4,2,4,4,5,5,5,5,2,2,1.04,1.07,1.62,0.97,3.22,1.00,4.52,4.62,2.38,1.89,D
5,5,3,3,5,5,5,5,5,5,5.78,10.75,1.27,1.45,6.45,1.99,9.04,9.24,5.04,4.75,D
5,2,4,4,5,5,4,4,5,3,2.89,0.36,2.16,1.30,3.22,1.00,2.61,2.24,2.52,0.83,D
5,3,1,4,3,4,3,3,4,4,0.72,2.97,1.39,1.30,2.65,1.61,2.58,2.19,1.91,2.09,D
5,1,5,1,5,5,5,5,5,5,5.78,1.48,9.68,2.61,6.45,1.99,9.04,9.24,5.04,4.75,D
5,4,3,3,5,5,5,5,4,5,4.34,1.63,1.27,1.45,4.83,1.49,6.78,6.93,0.95,3.56,D
2,2,2,2,4,2,2,4,2,2,7.04,2.85,3.37,6.02,1.04,15.27,3.95,1.12,6.36,5.04,D
5,5,4,5,4,5,2,1,2,2,2.89,5.38,1.08,3.82,1.04,1.00,1.48,0.89,2.38,1.89,D
4,3,4,4,5,4,5,4,4,4,2.44,0.74,3.78,2.27,1.61,2.82,2.26,3.92,3.34,3.66,D
5,4,4,4,4,4,4,4,4,4,0.72,7.36,4.86,2.92,4.70,3.63,5.88,5.04,4.29,4.70,D
5,2,4,4,5,5,5,5,4,5,4.34,0.36,1.62,0.97,4.83,1.49,6.78,6.93,1.43,3.56,D
4,4,3,4,4,4,4,4,3,4,2.79,6.54,1.27,2.60,4.18,3.23,5.23,4.48,1.16,4.18,D
4,2,4,4,4,5,4,4,4,4,2.79,0.36,4.32,2.60,4.18,0.25,5.23,4.48,3.82,4.18,D
5,2,4,3,5,5,4,4,4,4,2.17,0.36,2.70,0.72,2.42,0.75,3.27,2.80,2.39,2.61,D
2,4,2,2,2,2,4,4,2,4,5.28,3.27,2.53,4.51,3.64,11.45,2.61,2.24,4.77,2.09,D
4,3,4,4,4,5,4,4,2,2,2.09,0.74,3.24,1.95,3.13,0.25,3.92,3.36,1.59,1.26,D
5,4,2,4,5,5,5,5,5,4,4.34,2.45,0.42,0.97,4.83,1.49,6.78,6.93,3.78,1.57,D
5,4,2,4,5,5,5,5,5,4,4.34,2.45,0.42,0.97,4.83,1.49,6.78,6.93,3.78,1.57,D
5,2,5,2,5,5,5,5,4,5,5.06,0.71,8.47,1.50,5.64,1.74,7.91,8.09,0.48,4.15,D
3,2,2,4,4,4,4,4,4,4,0.66,0.71,0.84,2.27,3.66,2.82,4.57,3.92,3.34,3.66,D
5,2,4,2,5,5,4,4,4,5,2.89,0.71,2.16,1.50,3.22,1.00,2.61,2.24,1.91,2.37,D
2,4,4,2,4,2,4,2,5,2,4.40,3.27,2.16,3.76,2.09,9.54,2.61,3.07,0.63,3.15,D
5,1,1,2,5,5,5,5,5,5,5.06,1.48,2.77,0.75,5.64,1.74,7.91,8.09,4.41,4.15,D
